County1,CountyPop,Confirmed,Cases per 100K,Deaths
"""countyFips"":""475""","""countyPopulation"":11998","""confirmed"":137","1141.8569761626939","""deaths"":1"
"""countyFips"":""477""","""countyPopulation"":35882","""confirmed"":646","1800.3455771696117","""deaths"":48"
"""countyFips"":""479""","""countyPopulation"":276652","""confirmed"":14090","5093.041076876365","""deaths"":283"
"""countyFips"":""481""","""countyPopulation"":41556","""confirmed"":1386","3335.2584464337283","""deaths"":53"
"""countyFips"":""483""","""countyPopulation"":5056","""confirmed"":50","988.9240506329114","""deaths"":0"
"""countyFips"":""485""","""countyPopulation"":132230","""confirmed"":1930","1459.5780080163352","""deaths"":25"
"""countyFips"":""487""","""countyPopulation"":12769","""confirmed"":212","1660.2709687524473","""deaths"":2"
"""countyFips"":""489""","""countyPopulation"":21358","""confirmed"":1206","5646.596123232513","""deaths"":53"
"""countyFips"":""491""","""countyPopulation"":590551","""confirmed"":8706","1474.2164520930455","""deaths"":144"
"""countyFips"":""493""","""countyPopulation"":51070","""confirmed"":913","1787.7423144703346","""deaths"":28"
"""countyFips"":""495""","""countyPopulation"":8010","""confirmed"":120","1498.12734082397","""deaths"":4"
"""countyFips"":""497""","""countyPopulation"":69984","""confirmed"":784","1120.2560585276635","""deaths"":14"
"""countyFips"":""499""","""countyPopulation"":45539","""confirmed"":540","1185.796789564988","""deaths"":26"
"""countyFips"":""501""","""countyPopulation"":8713","""confirmed"":258","2961.092620222656","""deaths"":5"
"""countyFips"":""503""","""countyPopulation"":18010","""confirmed"":346","1921.1549139367016","""deaths"":6"
"""countyFips"":""505""","""countyPopulation"":14179","""confirmed"":335","2362.648987939911","""deaths"":6"
"""countyFips"":""507""","""countyPopulation"":11840","""confirmed"":377","3184.1216216216217","""deaths"":16"
